 PES HNC-Ar Rennes R/a0, V/cm-1
   0.00000000
   4.000000     1.1322E+05
   4.052104     1.0758E+05
   4.104208     1.0186E+05
   4.156313     9.6136E+04
   4.208417     9.0489E+04
   4.260521     8.4968E+04
   4.312625     7.9611E+04
   4.364729     7.4447E+04
   4.416834     6.9497E+04
   4.468938     6.4773E+04
   4.521042     6.0282E+04
   4.573146     5.6028E+04
   4.625251     5.2010E+04
   4.677355     4.8225E+04
   4.729459     4.4667E+04
   4.781563     4.1330E+04
   4.833667     3.8207E+04
   4.885772     3.5287E+04
   4.937876     3.2563E+04
   4.989980     3.0024E+04
   5.042084     2.7661E+04
   5.094188     2.5464E+04
   5.146293     2.3425E+04
   5.198397     2.1532E+04
   5.250501     1.9779E+04
   5.302605     1.8155E+04
   5.354709     1.6653E+04
   5.406814     1.5264E+04
   5.458918     1.3982E+04
   5.511022     1.2798E+04
   5.563126     1.1706E+04
   5.615230     1.0699E+04
   5.667335     9.7719E+03
   5.719439     8.9183E+03
   5.771543     8.1330E+03
   5.823647     7.4110E+03
   5.875752     6.7476E+03
   5.927856     6.1384E+03
   5.979960     5.5793E+03
   6.032064     5.0664E+03
   6.084168     4.5963E+03
   6.136273     4.1656E+03
   6.188377     3.7712E+03
   6.240481     3.4104E+03
   6.292585     3.0804E+03
   6.344689     2.7788E+03
   6.396794     2.5034E+03
   6.448898     2.2520E+03
   6.501002     2.0227E+03
   6.553106     1.8137E+03
   6.605210     1.6233E+03
   6.657315     1.4500E+03
   6.709419     1.2924E+03
   6.761523     1.1492E+03
   6.813627     1.0191E+03
   6.865731     9.0112E+02
   6.917836     7.9417E+02
   6.969940     6.9731E+02
   7.022044     6.0969E+02
   7.074148     5.3051E+02
   7.126253     4.5904E+02
   7.178357     3.9460E+02
   7.230461     3.3657E+02
   7.282565     2.8440E+02
   7.334669     2.3755E+02
   7.386774     1.9555E+02
   7.438878     1.5797E+02
   7.490982     1.2440E+02
   7.543086     9.4479E+01
   7.595190     6.7865E+01
   7.647295     4.4253E+01
   7.699399     2.3362E+01
   7.751503     4.9345E+00
   7.803607    -1.1264E+01
   7.855711    -2.5448E+01
   7.907816    -3.7814E+01
   7.959920    -4.8540E+01
   8.012024    -5.7789E+01
   8.064128    -6.5709E+01
   8.116232    -7.2436E+01
   8.168337    -7.8091E+01
   8.220441    -8.2788E+01
   8.272545    -8.6627E+01
   8.324649    -8.9700E+01
   8.376754    -9.2092E+01
   8.428858    -9.3879E+01
   8.480962    -9.5128E+01
   8.533066    -9.5902E+01
   8.585170    -9.6258E+01
   8.637275    -9.6246E+01
   8.689379    -9.5912E+01
   8.741483    -9.5298E+01
   8.793587    -9.4441E+01
   8.845691    -9.3374E+01
   8.897796    -9.2128E+01
   8.949900    -9.0729E+01
   9.002004    -8.9201E+01
   9.054108    -8.7568E+01
   9.106212    -8.5846E+01
   9.158317    -8.4055E+01
   9.210421    -8.2209E+01
   9.262525    -8.0322E+01
   9.314629    -7.8405E+01
   9.366733    -7.6470E+01
   9.418838    -7.4526E+01
   9.470942    -7.2580E+01
   9.523046    -7.0641E+01
   9.575150    -6.8714E+01
   9.627255    -6.6805E+01
   9.679359    -6.4918E+01
   9.731463    -6.3057E+01
   9.783567    -6.1226E+01
   9.835671    -5.9427E+01
   9.887776    -5.7663E+01
   9.939880    -5.5935E+01
   9.991984    -5.4245E+01
  10.044088    -5.2595E+01
  10.096192    -5.0985E+01
  10.148297    -4.9415E+01
  10.200401    -4.7887E+01
  10.252505    -4.6399E+01
  10.304609    -4.4953E+01
  10.356713    -4.3548E+01
  10.408818    -4.2184E+01
  10.460922    -4.0860E+01
  10.513026    -3.9575E+01
  10.565130    -3.8330E+01
  10.617234    -3.7123E+01
  10.669339    -3.5954E+01
  10.721443    -3.4822E+01
  10.773547    -3.3726E+01
  10.825651    -3.2666E+01
  10.877756    -3.1640E+01
  10.929860    -3.0647E+01
  10.981964    -2.9687E+01
  11.034068    -2.8758E+01
  11.086172    -2.7860E+01
  11.138277    -2.6993E+01
  11.190381    -2.6154E+01
  11.242485    -2.5343E+01
  11.294589    -2.4559E+01
  11.346693    -2.3802E+01
  11.398798    -2.3070E+01
  11.450902    -2.2363E+01
  11.503006    -2.1680E+01
  11.555110    -2.1020E+01
  11.607214    -2.0382E+01
  11.659319    -1.9765E+01
  11.711423    -1.9170E+01
  11.763527    -1.8594E+01
  11.815631    -1.8038E+01
  11.867735    -1.7500E+01
  11.919840    -1.6980E+01
  11.971944    -1.6478E+01
  12.024048    -1.5993E+01
  12.076152    -1.5523E+01
  12.128257    -1.5070E+01
  12.180361    -1.4631E+01
  12.232465    -1.4207E+01
  12.284569    -1.3797E+01
  12.336673    -1.3400E+01
  12.388778    -1.3016E+01
  12.440882    -1.2645E+01
  12.492986    -1.2286E+01
  12.545090    -1.1939E+01
  12.597194    -1.1603E+01
  12.649299    -1.1278E+01
  12.701403    -1.0963E+01
  12.753507    -1.0658E+01
  12.805611    -1.0363E+01
  12.857715    -1.0078E+01
  12.909820    -9.8013E+00
  12.961924    -9.5336E+00
  13.014028    -9.2743E+00
  13.066132    -9.0232E+00
  13.118236    -8.7799E+00
  13.170341    -8.5443E+00
  13.222445    -8.3159E+00
  13.274549    -8.0946E+00
  13.326653    -7.8802E+00
  13.378758    -7.6723E+00
  13.430862    -7.4708E+00
  13.482966    -7.2754E+00
  13.535070    -7.0860E+00
  13.587174    -6.9023E+00
  13.639279    -6.7241E+00
  13.691383    -6.5513E+00
  13.743487    -6.3837E+00
  13.795591    -6.2211E+00
  13.847695    -6.0633E+00
  13.899800    -5.9101E+00
  13.951904    -5.7615E+00
  14.004008    -5.6173E+00
  14.056112    -5.4772E+00
  14.108216    -5.3413E+00
  14.160321    -5.2093E+00
  14.212425    -5.0811E+00
  14.264529    -4.9566E+00
  14.316633    -4.8357E+00
  14.368737    -4.7182E+00
  14.420842    -4.6041E+00
  14.472946    -4.4932E+00
  14.525050    -4.3855E+00
  14.577154    -4.2808E+00
  14.629259    -4.1790E+00
  14.681363    -4.0801E+00
  14.733467    -3.9840E+00
  14.785571    -3.8905E+00
  14.837675    -3.7996E+00
  14.889780    -3.7112E+00
  14.941884    -3.6252E+00
  14.993988    -3.5416E+00
  15.046092    -3.4603E+00
  15.098196    -3.3811E+00
  15.150301    -3.3041E+00
  15.202405    -3.2292E+00
  15.254509    -3.1563E+00
  15.306613    -3.0853E+00
  15.358717    -3.0163E+00
  15.410822    -2.9490E+00
  15.462926    -2.8836E+00
  15.515030    -2.8198E+00
  15.567134    -2.7578E+00
  15.619238    -2.6973E+00
  15.671343    -2.6385E+00
  15.723447    -2.5811E+00
  15.775551    -2.5253E+00
  15.827655    -2.4708E+00
  15.879760    -2.4178E+00
  15.931864    -2.3661E+00
  15.983968    -2.3158E+00
  16.036072    -2.2667E+00
  16.088176    -2.2189E+00
  16.140281    -2.1722E+00
  16.192385    -2.1268E+00
  16.244489    -2.0824E+00
  16.296593    -2.0392E+00
  16.348697    -1.9970E+00
  16.400802    -1.9559E+00
  16.452906    -1.9158E+00
  16.505010    -1.8767E+00
  16.557114    -1.8385E+00
  16.609218    -1.8012E+00
  16.661323    -1.7649E+00
  16.713427    -1.7294E+00
  16.765531    -1.6948E+00
  16.817635    -1.6610E+00
  16.869739    -1.6280E+00
  16.921844    -1.5958E+00
  16.973948    -1.5644E+00
  17.026052    -1.5337E+00
  17.078156    -1.5037E+00
  17.130261    -1.4744E+00
  17.182365    -1.4458E+00
  17.234469    -1.4179E+00
  17.286573    -1.3906E+00
  17.338677    -1.3639E+00
  17.390782    -1.3379E+00
  17.442886    -1.3124E+00
  17.494990    -1.2876E+00
  17.547094    -1.2632E+00
  17.599198    -1.2395E+00
  17.651303    -1.2162E+00
  17.703407    -1.1935E+00
  17.755511    -1.1713E+00
  17.807615    -1.1496E+00
  17.859719    -1.1284E+00
  17.911824    -1.1076E+00
  17.963928    -1.0873E+00
  18.016032    -1.0674E+00
  18.068136    -1.0480E+00
  18.120240    -1.0290E+00
  18.172345    -1.0104E+00
  18.224449    -9.9218E-01
  18.276553    -9.7437E-01
  18.328657    -9.5694E-01
  18.380762    -9.3988E-01
  18.432866    -9.2319E-01
  18.484970    -9.0685E-01
  18.537074    -8.9085E-01
  18.589178    -8.7518E-01
  18.641283    -8.5985E-01
  18.693387    -8.4483E-01
  18.745491    -8.3012E-01
  18.797595    -8.1572E-01
  18.849699    -8.0162E-01
  18.901804    -7.8780E-01
  18.953908    -7.7427E-01
  19.006012    -7.6101E-01
  19.058116    -7.4802E-01
  19.110220    -7.3529E-01
  19.162325    -7.2282E-01
  19.214429    -7.1060E-01
  19.266533    -6.9863E-01
  19.318637    -6.8689E-01
  19.370741    -6.7539E-01
  19.422846    -6.6411E-01
  19.474950    -6.5306E-01
  19.527054    -6.4222E-01
  19.579158    -6.3160E-01
  19.631263    -6.2118E-01
  19.683367    -6.1097E-01
  19.735471    -6.0095E-01
  19.787575    -5.9113E-01
  19.839679    -5.8149E-01
  19.891784    -5.7204E-01
  19.943888    -5.6278E-01
  19.995992    -5.5369E-01
  20.048096    -5.4477E-01
  20.100200    -5.3602E-01
  20.152305    -5.2743E-01
  20.204409    -5.1901E-01
  20.256513    -5.1075E-01
  20.308617    -5.0264E-01
  20.360721    -4.9468E-01
  20.412826    -4.8686E-01
  20.464930    -4.7920E-01
  20.517034    -4.7167E-01
  20.569138    -4.6429E-01
  20.621242    -4.5703E-01
  20.673347    -4.4992E-01
  20.725451    -4.4293E-01
  20.777555    -4.3606E-01
  20.829659    -4.2933E-01
  20.881764    -4.2271E-01
  20.933868    -4.1621E-01
  20.985972    -4.0983E-01
  21.038076    -4.0357E-01
  21.090180    -3.9742E-01
  21.142285    -3.9137E-01
  21.194389    -3.8543E-01
  21.246493    -3.7960E-01
  21.298597    -3.7387E-01
  21.350701    -3.6824E-01
  21.402806    -3.6271E-01
  21.454910    -3.5728E-01
  21.507014    -3.5194E-01
  21.559118    -3.4670E-01
  21.611222    -3.4154E-01
  21.663327    -3.3648E-01
  21.715431    -3.3150E-01
  21.767535    -3.2661E-01
  21.819639    -3.2180E-01
  21.871743    -3.1708E-01
  21.923848    -3.1243E-01
  21.975952    -3.0787E-01
  22.028056    -3.0338E-01
  22.080160    -2.9897E-01
  22.132265    -2.9463E-01
  22.184369    -2.9036E-01
  22.236473    -2.8617E-01
  22.288577    -2.8205E-01
  22.340681    -2.7799E-01
  22.392786    -2.7401E-01
  22.444890    -2.7009E-01
  22.496994    -2.6623E-01
  22.549098    -2.6244E-01
  22.601202    -2.5871E-01
  22.653307    -2.5504E-01
  22.705411    -2.5144E-01
  22.757515    -2.4789E-01
  22.809619    -2.4440E-01
  22.861723    -2.4097E-01
  22.913828    -2.3759E-01
  22.965932    -2.3427E-01
  23.018036    -2.3100E-01
  23.070140    -2.2778E-01
  23.122244    -2.2462E-01
  23.174349    -2.2150E-01
  23.226453    -2.1844E-01
  23.278557    -2.1543E-01
  23.330661    -2.1246E-01
  23.382766    -2.0954E-01
  23.434870    -2.0667E-01
  23.486974    -2.0384E-01
  23.539078    -2.0106E-01
  23.591182    -1.9832E-01
  23.643287    -1.9563E-01
  23.695391    -1.9297E-01
  23.747495    -1.9036E-01
  23.799599    -1.8779E-01
  23.851703    -1.8526E-01
  23.903808    -1.8277E-01
  23.955912    -1.8032E-01
  24.008016    -1.7790E-01
  24.060120    -1.7552E-01
  24.112224    -1.7318E-01
  24.164329    -1.7088E-01
  24.216433    -1.6861E-01
  24.268537    -1.6638E-01
  24.320641    -1.6418E-01
  24.372745    -1.6201E-01
  24.424850    -1.5987E-01
  24.476954    -1.5777E-01
  24.529058    -1.5570E-01
  24.581162    -1.5367E-01
